sheet,key,column,type,old,new
Veeva Vault RIA,Test Definition Builder: Updates to Calculated Method Parameter Results,,Record Removed,Entire Record Removed,
Veeva Vault RIA,External Assessments for Clinical Trial Cases,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Error Message Update for Team Assignment URS Records,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Site Home User Interface Improvements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Calculations & Statistical Data Creation for VAERS,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Step Change: Full Attachment Names,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Update Local Regulatory Information: Limit to Activities,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Direct Data API: Publish Files at Vault Time,,Record Removed,Entire Record Removed,
Veeva Vault RIA,PromoMats-CRM Connection: Country Integration,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Stability Study CSV Export,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Application Interface Side Panel Improvements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Claims: Text Asset Auto-Linking by Object Type,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Active Dossier: Filter by ADID Relationships,,Record Removed,Entire Record Removed,
Veeva Vault RIA,"Refine Auto-Populate Last Subject Treated, Started Follow-Up, & Out Milestone Logic",,Record Removed,Entire Record Removed,
Veeva Vault RIA,PMDA: Unexpected Adverse Event Justification,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EUDAMED Submission Generation: Max Object Limit Enforcement,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Improved Site Home Access for Study Persons with Future Start Date,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Signal Calculations for Product Family Combinations,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-RIM Connection: Updated Product Dose Form Syncing,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Enable TRIA for All in Quality Vaults,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Changes to Material Object,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Medical Assessment: Flexible Rank Columns,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Document Change Control: Display Count of Unique Associated Documents,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Medical Portal: Subscriptions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Safety-EDC Connection: Handling Child Details in Pregnancy Cases,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Milestone Document Exchange Grid Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Site Home & Document Exchange Navigation,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Test Definition Builder: Inline Field Validation,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Site Automated Enrollment Milestone Locking,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Subject Group & SDV Status in Monitored Subject Data,,Record Removed,Entire Record Removed,
Veeva Vault RIA,EDL Override Update,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Portal Subscriptions,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Content Agent Is Now More Veeva-Aware,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Veeva AI for Safety: Intake Agent,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Enhanced Default Values for Field Rules,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quality Automated Language Translations,,Record Removed,Entire Record Removed,
Veeva Vault RIA,FAQ Quick Search,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Enhanced Multilingual Record Search,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Literature Integration to PubMed Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,External Response Collaboration: External Collaborator Control,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Field Access Updates for Potential Matches Page,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Support for Report Filter Aliases in Multiple Language,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Milestone Dependency Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Standard of Care Tracking,,Record Removed,Entire Record Removed,
Veeva Vault RIA,New Language Picklist Options,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Process Monitor: Document Lifecycles,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Quality-Safety Connection: User Exception Item Enhancement,,Record Removed,Entire Record Removed,
Veeva Vault RIA,"Word Formatted Output: Tokens for Object Label, Object Description, Relationship Label & Field Description",,Record Removed,Entire Record Removed,
Veeva Vault RIA,5 Whys User Interface Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Material Qualification Check,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Ad Hoc Calculations Results Expiry,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Training Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Modular Content: Additional Document Info Panel Enhancements,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Workflow Activity Log,,Record Removed,Entire Record Removed,
Veeva Vault RIA,Automatic Inbox Item Creation for Adverse Event Report Documents,Default Impact,Modified,Visible to All Users,Visible to Admins Only
Veeva Vault RIA,Automatic Inbox Item Creation for Adverse Event Report Documents,Feature Description,Modified,This feature introduces automatic Inbox Item creation following upload of a Case > Source > Adverse Event Report document type to the Library.,Vault can now automatically create Inbox Items following upload of a Case > Source > Adverse Event Report document type to the Library.
Veeva Vault RIA,Automatic Inbox Item Creation for Adverse Event Report Documents,Enablement Setting,Modified,Auto-on,Admin Checkbox
Veeva Vault RIA,Automatic Inbox Item Creation for Adverse Event Report Documents,Application,Modified,Veeva AI for Safety,Safety
Veeva Vault RIA,Automatic Inbox Item Creation for Adverse Event Report Documents,Unique ID,Modified,26R1-0Q3079,26R2-0R7074
Veeva Vault RIA,Automatic Inbox Item Creation for Adverse Event Report Documents,Release Note,Modified,Link,
Veeva Vault RIA,Automatic Inbox Item Creation for Adverse Event Report Documents,GxP Risk,Modified,High,Low
QualityOne & RegulatoryOne,Registration Objective Limit,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,Teams Bulk Management: Lifecycle State Filtering & Change Summary Enhancements,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,Teams: Advanced User Search,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,Teams: User Name Hovercard,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,Scheduled Job for Create Binder Action,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,HACCP Flow Diagram: Update to Label of Hazard Significance Filtering Option,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,Clone Project: Sections Ordering,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,HACCP Flow Diagram: Intermediate State for Connections,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,HACCP Flow Diagram: Display Risk Category Field as Clickable Link,,Record Added,,Entire Record Added
QualityOne & RegulatoryOne,Process Step Connection Updates,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,Print Record Support for Comments,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,External Collaboration Management: Reassign External Collaborator,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,Customize Entry Action,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,Support up to 5 External Collaborators for Document External Collaboration,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,Exclude Matched Documents when Creating Dossier Documents from Templates,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,Manage Process Step Groups within the Flow Diagram,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,HACCP Flow Diagram: Filter Hazard Analyses Section by Hazard Significance,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,Increase Batch Size Limit for Master Data Deletion,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,HACCP Flow Diagram: Material Step Enhancements,,Record Removed,Entire Record Removed,
QualityOne & RegulatoryOne,Support Filtering on Managing Registrations from Events,,Record Removed,Entire Record Removed,
